2.1000000000000001e+00,-1.6619660932098759e+00,8.6637273379629753e-01,3.2652782900111071e-01,4.9567649573939188e-01
2.1272727272727274e+00,-1.6334292968827080e+00,8.5064429387345830e-01,3.6036267453426063e-01,5.0404459289505954e-01
2.1545454545454548e+00,-1.6035822143827156e+00,8.2887154358024751e-01,4.0700061480999800e-01,8.5460538263130104e-01
2.1818181818181817e+00,-1.5649320366049273e+00,7.8491453293210034e-01,4.6803409217781228e-01,2.9718906774568685e+00
2.2090909090909090e+00,-1.5330812722222162e+00,7.7387226776234808e-01,4.7366935737069810e-01,1.3263256110497694e+00
2.2363636363636363e+00,-1.4896408978086344e+00,7.2134052720678721e-01,5.3432722151263456e-01,3.4710555657761408e+00
2.2636363636363637e+00,-1.4441989622839466e+00,6.5607900861111024e-01,7.0565145262515339e-01,8.3255918370493323e+00
2.2909090909090910e+00,-1.3912917683950567e+00,5.5718005649691660e-01,7.0146297500786314e-01,1.9230174515664480e+01
2.3181818181818183e+00,-1.3359610648456881e+00,4.3469470373456714e-01,6.6895242957342460e-01,9.4758097664579338e+01
2.3454545454545452e+00,-1.2774913334567828e+00,2.7276286939814920e-01,5.0566775125501595e-01,2.0135464221635711e+01
2.3727272727272726e+00,-1.2373590811419788e+00,2.2402242864197577e-01,4.7087299133623534e-01,2.2538963255726156e+01
2.3999999999999999e+00,-1.2064282056172821e+00,1.9149571023148204e-01,4.5577768211576364e-01,2.6861233111854315e+01
